Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,Sales Revenue,Order ID,Year,Day,Month,Age-Group
4923,75,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2024-05-31,Express,,0.0,463.96,4388,2024,Friday,May,56-75
4924,64,Female,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-03-11,Express,,0.0,494.06,4389,2024,Monday,March,56-75
4926,32,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4175.64,463.96,9,2024-04-23,Standard,Extended Warranty,40.04,4215.68,4390,2024,Tuesday,April,18-35
4928,77,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2024-01-22,Express,"Impulse Item,Accessory",34.88,7155.59,4391,2024,Monday,January,75+
4930,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-03-17,Express,"Extended Warranty,Extended Warranty",31.3,2815.0600000000004,4392,2024,Sunday,March,36-55
4930,37,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-04-03,Overnight,"Accessory,Impulse Item,Accessory",119.09,7239.8,4393,2024,Wednesday,April,36-55
4931,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2023-11-19,Standard,"Impulse Item,Extended Warranty",27.74,768.83,4394,2023,Sunday,November,18-35
4932,80,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-10-16,Express,Extended Warranty,21.48,42.230000000000004,4395,2023,Monday,October,75+
4933,38,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2023-10-16,Overnight,Impulse Item,36.86,99.11,4396,2023,Monday,October,36-55
4933,38,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-05-21,Standard,Impulse Item,9.79,4649.39,4397,2024,Tuesday,May,36-55
4933,38,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-07-31,Express,,0.0,124.5,4398,2024,Wednesday,July,36-55
4934,70,Male,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-12-14,Overnight,"Extended Warranty,Accessory",91.72,338.75,4399,2023,Thursday,December,56-75
4935,50,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-09-16,Standard,Extended Warranty,17.27,7137.9800000000005,4400,2024,Monday,September,36-55
4937,35,Male,No,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2023-10-27,Overnight,,0.0,4639.6,4401,2023,Friday,October,18-35
4937,35,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-02-03,Express,,0.0,2223.27,4402,2024,Saturday,February,18-35
4937,35,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2024-06-19,Overnight,Accessory,31.64,176.89,4403,2024,Wednesday,June,18-35
4938,61,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3164.76,791.19,4,2024-04-21,Overnight,,0.0,3164.76,4404,2024,Sunday,April,56-75
4938,61,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-05-19,Express,,0.0,1976.24,4405,2024,Sunday,May,56-75
4939,36,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2023-10-29,Overnight,"Extended Warranty,Impulse Item",53.6,1743.26,4406,2023,Sunday,October,36-55
4939,36,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2023-11-13,Standard,Extended Warranty,31.63,4207.27,4407,2023,Monday,November,36-55
4939,36,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2023-12-24,Standard,"Accessory,Impulse Item,Extended Warranty",120.51,3285.2700000000004,4408,2023,Sunday,December,36-55
4941,74,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,2470.3,247.03,10,2024-01-23,Express,"Impulse Item,Extended Warranty",84.24,2554.54,4409,2024,Tuesday,January,56-75
4941,74,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-07-27,Overnight,Extended Warranty,11.57,2795.3300000000004,4410,2024,Saturday,July,56-75
4942,61,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-02-15,Standard,"Impulse Item,Extended Warranty,Extended Warranty",106.0,950.83,4411,2024,Thursday,February,56-75
4943,39,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-10-04,Express,,0.0,1976.24,4412,2023,Wednesday,October,36-55
4943,39,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-07-16,Express,"Accessory,Extended Warranty,Accessory",93.3,938.13,4413,2024,Tuesday,July,36-55
4944,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-03-13,Express,,0.0,6329.52,4414,2024,Wednesday,March,56-75
4946,19,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2024-04-21,Standard,"Extended Warranty,Impulse Item",79.4,870.59,4415,2024,Sunday,April,18-35
4947,26,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-04-05,Overnight,Impulse Item,7.6,5076.58,4416,2024,Friday,April,18-35
4947,26,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-08-01,Express,Extended Warranty,31.82,278.85,4417,2024,Thursday,August,18-35
4949,66,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2023-11-27,Express,Extended Warranty,26.28,1508.46,4418,2023,Monday,November,56-75
4950,50,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-11-08,Express,"Impulse Item,Impulse Item,Impulse Item",136.71,3516.03,4419,2023,Wednesday,November,36-55
4950,50,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-01-21,Overnight,,0.0,8448.3,4420,2024,Sunday,January,36-55
4950,50,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-03-25,Standard,Accessory,26.65,2400.2200000000003,4421,2024,Monday,March,36-55
4951,26,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-01-12,Express,"Extended Warranty,Accessory,Extended Warranty",67.23,995.15,4422,2024,Friday,January,18-35
4952,59,Female,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-06-27,Express,"Extended Warranty,Accessory",95.03,1784.69,4423,2024,Thursday,June,56-75
4952,59,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-08-05,Standard,,0.0,5913.81,4424,2024,Monday,August,56-75
4953,45,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-03-30,Overnight,,0.0,124.5,4425,2024,Saturday,March,36-55
4954,21,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-06-18,Overnight,"Extended Warranty,Extended Warranty",13.02,6771.660000000001,4426,2024,Tuesday,June,18-35
4955,47,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-01-20,Express,,0.0,83.0,4427,2024,Saturday,January,36-55
4955,47,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2024-08-08,Express,"Accessory,Impulse Item,Extended Warranty",92.87,3340.5899999999997,4428,2024,Thursday,August,36-55
4956,36,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,1582.38,791.19,2,2023-11-27,Standard,,0.0,1582.38,4429,2023,Monday,November,36-55
4956,36,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-06-24,Standard,"Extended Warranty,Extended Warranty,Impulse Item",118.19,1510.0700000000002,4430,2024,Monday,June,36-55
4957,36,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,988.12,247.03,4,2023-10-12,Express,,0.0,988.12,4431,2023,Thursday,October,36-55
4957,36,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,83.0,20.75,4,2023-12-22,Express,"Accessory,Impulse Item,Accessory",38.47,121.47,4432,2023,Friday,December,36-55
4957,36,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-09-16,Overnight,Impulse Item,17.97,1409.8500000000001,4433,2024,Monday,September,36-55
4958,33,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2023-09-25,Express,,0.0,1976.24,4434,2023,Monday,September,18-35
4958,33,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,2024-03-29,Express,Accessory,47.08,1902.9199999999998,4435,2024,Friday,March,18-35
4959,28,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-03-20,Express,"Impulse Item,Accessory,Impulse Item",58.55,2034.79,4436,2024,Wednesday,March,18-35
4960,67,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-02-28,Standard,,0.0,1976.24,4437,2024,Wednesday,February,56-75
4962,73,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2024-04-28,Standard,"Accessory,Impulse Item,Extended Warranty",54.51,8502.81,4438,2024,Sunday,April,56-75
4963,41,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,2024-05-19,Overnight,,0.0,3955.95,4439,2024,Sunday,May,36-55
4963,41,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-07-16,Overnight,,0.0,8448.3,4440,2024,Tuesday,July,36-55
4963,41,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-08-02,Overnight,,0.0,1689.66,4441,2024,Friday,August,36-55
4964,51,Male,No,Tablet,SKU1002,3,Cancelled,Cash,1976.24,247.03,8,2024-07-21,Standard,"Impulse Item,Impulse Item",84.57,2060.81,4442,2024,Sunday,July,36-55
4965,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,2023-10-03,Standard,"Impulse Item,Accessory",83.7,3463.02,4443,2023,Tuesday,October,36-55
4966,54,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-03-01,Overnight,Impulse Item,43.85,4268.0,4444,2024,Friday,March,36-55
4967,44,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-01-28,Express,,0.0,7120.71,4445,2024,Sunday,January,36-55
4967,44,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-03-07,Overnight,"Accessory,Extended Warranty,Impulse Item",86.4,3465.7200000000003,4446,2024,Thursday,March,36-55
4968,53,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2023-09-25,Standard,,0.0,5538.33,4447,2023,Monday,September,36-55
4968,53,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,2470.3,247.03,10,2024-09-15,Standard,,0.0,2470.3,4448,2024,Sunday,September,36-55
4970,39,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2024-09-07,Express,,0.0,83.0,4449,2024,Saturday,September,36-55
4971,69,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2023-11-12,Standard,,0.0,3247.72,4450,2023,Sunday,November,56-75
4971,69,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-01-17,Overnight,"Accessory,Extended Warranty",32.93,4257.08,4451,2024,Wednesday,January,56-75
4972,34,Female,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-03-05,Express,,0.0,927.92,4452,2024,Tuesday,March,18-35
4972,34,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,7911.9,791.19,10,2024-07-08,Standard,"Impulse Item,Impulse Item",66.47,7978.37,4453,2024,Monday,July,18-35
4973,20,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2023-10-01,Express,Impulse Item,26.06,3273.7799999999997,4454,2023,Sunday,October,18-35
4973,20,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,2024-06-08,Express,Impulse Item,35.19,97.44,4455,2024,Saturday,June,18-35
4975,29,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-06-12,Express,"Extended Warranty,Extended Warranty",66.8,7187.51,4456,2024,Wednesday,June,18-35
4978,44,Female,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2023-12-10,Standard,Impulse Item,38.4,7641.87,4457,2023,Sunday,December,36-55
4978,44,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-03-23,Express,Accessory,36.57,1892.4099999999999,4458,2024,Saturday,March,36-55
4980,27,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2023-12-14,Express,Extended Warranty,38.87,2262.14,4459,2023,Thursday,December,18-35
4981,61,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,7603.47,844.83,9,2024-04-20,Overnight,,0.0,7603.47,4460,2024,Saturday,April,56-75
4983,67,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2024-09-10,Standard,,0.0,3379.32,4461,2024,Tuesday,September,56-75
4984,33,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-04-13,Standard,Accessory,36.4,202.4,4462,2024,Saturday,April,18-35
4986,26,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-07-23,Overnight,,0.0,145.25,4463,2024,Tuesday,July,18-35
4987,72,Male,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-01-12,Express,Impulse Item,47.17,511.13,4464,2024,Friday,January,56-75
4988,60,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,2373.57,791.19,3,2023-10-13,Standard,"Extended Warranty,Accessory,Extended Warranty",39.86,2413.4300000000003,4465,2023,Friday,October,56-75
4990,21,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2023-10-12,Express,"Extended Warranty,Extended Warranty,Impulse Item",115.84,323.34000000000003,4466,2023,Thursday,October,18-35
4990,21,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,2023-12-25,Overnight,"Impulse Item,Impulse Item,Impulse Item",63.25,3442.57,4467,2023,Monday,December,18-35
4990,21,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-05-25,Express,,0.0,186.75,4468,2024,Saturday,May,18-35
4991,72,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-09-25,Express,"Extended Warranty,Accessory",37.87,100.12,4469,2023,Monday,September,56-75
4992,21,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-08-29,Standard,"Accessory,Extended Warranty",86.48,3334.2,4470,2024,Thursday,August,18-35
4993,22,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,83.0,20.75,4,2023-12-04,Express,"Impulse Item,Accessory",46.14,129.14,4471,2023,Monday,December,18-35
4993,22,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,1855.84,463.96,4,2024-04-16,Overnight,,0.0,1855.84,4472,2024,Tuesday,April,18-35
4995,57,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-02-18,Standard,"Impulse Item,Impulse Item",28.27,1016.39,4473,2024,Sunday,February,56-75
4995,57,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-04-03,Overnight,"Accessory,Accessory",52.9,1288.0500000000002,4474,2024,Wednesday,April,56-75
4997,26,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-02-07,Express,,0.0,6758.64,4475,2024,Wednesday,February,18-35
4997,26,Male,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-09-09,Express,"Extended Warranty,Accessory,Accessory",102.53,1090.65,4476,2024,Monday,September,18-35
4998,33,Female,Yes,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,2023-09-26,Overnight,"Extended Warranty,Accessory",34.15,4673.75,4477,2023,Tuesday,September,18-35
5000,41,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-07-22,Standard,"Extended Warranty,Impulse Item",78.88,1006.8,4478,2024,Monday,July,36-55
5003,73,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2024-01-12,Overnight,Impulse Item,11.14,2234.41,4479,2024,Friday,January,56-75
5004,62,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2023-10-02,Standard,,0.0,494.06,4480,2023,Monday,October,56-75
5004,62,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-04-22,Express,,0.0,7911.9,4481,2024,Monday,April,56-75
5005,80,Female,No,Tablet,SKU1002,3,Cancelled,Cash,2470.3,247.03,10,2024-01-11,Overnight,,0.0,2470.3,4482,2024,Thursday,January,75+
5005,80,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1976.24,247.03,8,2024-01-23,Standard,"Impulse Item,Extended Warranty,Accessory",72.03,2048.27,4483,2024,Tuesday,January,75+
5006,71,Male,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2024-02-21,Express,"Extended Warranty,Accessory",72.14,1060.26,4484,2024,Wednesday,February,56-75
5009,51,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2023-09-30,Standard,,0.0,247.03,4485,2023,Saturday,September,36-55
5009,51,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2023-10-09,Express,"Accessory,Extended Warranty,Accessory",34.81,1724.47,4486,2023,Monday,October,36-55
5009,51,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2783.76,463.96,6,2023-11-22,Standard,"Impulse Item,Extended Warranty,Impulse Item",113.65,2897.4100000000003,4487,2023,Wednesday,November,36-55
5009,51,Male,Yes,Smartphone,SKU1004,2,Completed,Credit Card,4747.14,791.19,6,2024-01-28,Express,,0.0,4747.14,4488,2024,Sunday,January,36-55
5009,51,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-03-06,Standard,"Impulse Item,Accessory,Impulse Item",66.38,1756.04,4489,2024,Wednesday,March,36-55
5010,26,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-06-03,Standard,"Impulse Item,Accessory",30.41,2564.8999999999996,4490,2024,Monday,June,18-35
5012,23,Female,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2023-12-16,Overnight,"Accessory,Impulse Item",52.83,1040.95,4491,2023,Saturday,December,18-35
5012,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-08-17,Standard,,0.0,844.83,4492,2024,Saturday,August,18-35
5013,47,Male,No,Laptop,SKU1005,3,Cancelled,Cash,2783.76,463.96,6,2024-01-13,Overnight,Extended Warranty,15.13,2798.8900000000003,4493,2024,Saturday,January,36-55
5014,46,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,2023-12-12,Standard,,0.0,7120.71,4494,2023,Tuesday,December,36-55
5015,34,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2023-12-01,Standard,"Accessory,Impulse Item",51.71,515.67,4495,2023,Friday,December,18-35
5015,34,Male,No,Laptop,SKU1005,3,Completed,Cash,3247.72,463.96,7,2024-09-23,Express,,0.0,3247.72,4496,2024,Monday,September,18-35
5016,66,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2023-10-09,Overnight,Impulse Item,15.61,2799.3700000000003,4497,2023,Monday,October,56-75
5016,66,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,2024-06-01,Express,,0.0,2783.76,4498,2024,Saturday,June,56-75
5017,26,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-03-31,Express,"Accessory,Accessory,Extended Warranty",74.58,136.82999999999998,4499,2024,Sunday,March,18-35
5017,26,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,2024-05-26,Standard,Impulse Item,7.63,90.63,4500,2024,Sunday,May,18-35
5018,79,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-11-16,Express,Extended Warranty,19.66,810.85,4501,2023,Thursday,November,75+
5018,79,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-02-07,Overnight,"Impulse Item,Impulse Item",72.23,113.73,4502,2024,Wednesday,February,75+
5020,62,Female,No,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,2024-08-18,Express,Impulse Item,9.65,1865.49,4503,2024,Sunday,August,56-75
5020,62,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-09-18,Standard,"Accessory,Impulse Item",46.87,171.37,4504,2024,Wednesday,September,56-75
5021,77,Male,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2024-06-23,Standard,"Accessory,Extended Warranty",42.57,2512.8700000000003,4505,2024,Sunday,June,75+
5022,36,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-07-12,Overnight,"Accessory,Extended Warranty",76.14,1805.3500000000001,4506,2024,Friday,July,36-55
5023,41,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-06-12,Express,"Accessory,Impulse Item,Accessory",33.51,878.34,4507,2024,Wednesday,June,36-55
5024,55,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2024-08-04,Express,"Impulse Item,Impulse Item,Accessory",57.73,119.97999999999999,4508,2024,Sunday,August,36-55
5025,21,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-10-31,Express,,0.0,741.09,4509,2023,Tuesday,October,18-35
5025,21,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2023-11-18,Overnight,"Extended Warranty,Impulse Item,Impulse Item",59.19,183.69,4510,2023,Saturday,November,18-35
5025,21,Female,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-01-20,Overnight,,0.0,3711.68,4511,2024,Saturday,January,18-35
5025,21,Female,No,Laptop,SKU1005,3,Cancelled,Cash,463.96,463.96,1,2024-01-30,Standard,Accessory,9.6,473.56,4512,2024,Tuesday,January,18-35
5025,21,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-08-25,Standard,"Impulse Item,Extended Warranty",48.09,172.59,4513,2024,Sunday,August,18-35
5026,22,Female,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-03-04,Express,"Accessory,Accessory",61.4,989.3199999999999,4514,2024,Monday,March,18-35
5026,22,Female,Yes,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2024-05-24,Overnight,"Accessory,Impulse Item,Impulse Item",82.63,1070.75,4515,2024,Friday,May,18-35
5026,22,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-08-28,Express,Accessory,45.98,5114.959999999999,4516,2024,Wednesday,August,18-35
5027,21,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-07-13,Overnight,Extended Warranty,26.57,213.32,4517,2024,Saturday,July,18-35
5028,25,Male,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-03-21,Standard,"Impulse Item,Accessory,Accessory",75.38,4714.9800000000005,4518,2024,Thursday,March,18-35
5029,27,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2024-07-12,Overnight,Extended Warranty,47.73,7168.44,4519,2024,Friday,July,18-35
5029,27,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-09-16,Overnight,,0.0,1235.15,4520,2024,Monday,September,18-35
5030,69,Female,No,Smartphone,SKU1004,2,Completed,Cash,3164.76,791.19,4,2023-09-24,Standard,"Impulse Item,Extended Warranty",60.28,3225.0400000000004,4521,2023,Sunday,September,56-75
5030,69,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2023-11-29,Standard,,0.0,1729.21,4522,2023,Wednesday,November,56-75
5031,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2023-10-28,Overnight,,0.0,2470.3,4523,2023,Saturday,October,18-35
5031,19,Male,No,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,2023-10-30,Standard,"Accessory,Accessory,Accessory",72.5,8520.8,4524,2023,Monday,October,18-35
5031,19,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2023-12-05,Express,"Extended Warranty,Extended Warranty,Extended Warranty",98.91,202.66,4525,2023,Tuesday,December,18-35
5031,19,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-01-27,Express,"Accessory,Extended Warranty",39.41,3751.0899999999997,4526,2024,Saturday,January,18-35
5033,48,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-12-23,Express,,0.0,207.5,4527,2023,Saturday,December,36-55
5033,48,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-06-22,Overnight,,0.0,207.5,4528,2024,Saturday,June,36-55
5034,60,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-11-21,Standard,,0.0,791.19,4529,2023,Tuesday,November,56-75
5034,60,Male,Yes,Laptop,SKU1005,3,Cancelled,Paypal,2783.76,463.96,6,2024-02-16,Overnight,,0.0,2783.76,4530,2024,Friday,February,56-75
5034,60,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2024-04-13,Overnight,"Impulse Item,Impulse Item",64.71,4811.85,4531,2024,Saturday,April,56-75
5034,60,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,4639.6,463.96,10,2024-09-21,Standard,,0.0,4639.6,4532,2024,Saturday,September,56-75
5035,18,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,4224.15,844.83,5,2024-05-26,Overnight,"Extended Warranty,Impulse Item",79.92,4304.07,4533,2024,Sunday,May,18-35
5036,49,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,1855.84,463.96,4,2024-08-14,Overnight,Impulse Item,12.8,1868.6399999999999,4534,2024,Wednesday,August,36-55
5037,71,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-04-05,Standard,Impulse Item,8.79,71.03999999999999,4535,2024,Friday,April,56-75
5040,47,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,2319.8,463.96,5,2024-09-17,Express,"Impulse Item,Impulse Item",32.06,2351.86,4536,2024,Tuesday,September,36-55
5041,73,Female,Yes,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2024-02-11,Express,"Accessory,Accessory",58.32,1914.1599999999999,4537,2024,Sunday,February,56-75
5042,42,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-05-04,Overnight,,0.0,2783.76,4538,2024,Saturday,May,36-55
5044,33,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,2024-05-07,Express,Impulse Item,30.53,524.59,4539,2024,Tuesday,May,18-35
